d_date k1 k2 delta_z delta_max_at delta_min_at delta_dewp
2003-05-01 0.768662 0.706313 0.837590398726863 -4.6 -0.2 -3.6
2003-05-02 0.346694 0.330971 0.837590398726863 -4.5 -3.1 -3.5
2003-05-03 0.506335 0.510176 0.837590398726863 -5 -4.2 -4.5
2003-05-04 0.531411 0.847124 0.837590398726863 -6.4 -3.4 -3
2003-05-05 0.95688 0.932179 0.837590398726863 -5.5 -1.1 -2.6
2003-05-06 0.821541 0.799157 0.837590398726863 -5 -3.8 -2.9
2003-05-07 0.574958 0.710037 0.837590398726863 -6.4 -4.7 -3
2003-05-08 0.322527 0.698776 0.837590398726863 -10.6 -4.3 -3.7
2003-05-09 0.72509 0.957994 0.837590398726863 -6.1 -1 -2.8
2003-05-10 0.922057 0.985066 0.837590398726863 -6.1 -1.7 -3.3
2003-05-11 0.997018 0.978678 0.837590398726863 -4 0.6 -2.5
2003-05-12 0.991404 0.984748 0.837590398726863 -4.3 1.4 -1.3
2003-05-13 0.956262 0.969982 0.837590398726863 -7.3 2.6 -3.8
2003-05-14 0.974115 0.970823 0.837590398726863 -5.6 1.5 -2.1
2003-05-15 0.965117 0.960414 0.837590398726863 -4.7 -0.2 -1.4
2003-05-16 0.924826 0.924394 0.837590398726863 -5.8 0.7 -3.3
2003-05-17 0.963267 0.973821 0.837590398726863 -4 0.9 -1.2
2003-05-18 0.986803 0.982056 0.837590398726863 -4.6 -0.4 0.2
2003-05-19 0.992052 0.981022 0.837590398726863 -4.4 3.4 -1.4
2003-05-20 0.989118 0.977289 0.837590398726863 -5.4 3.5 -4.4
2003-05-21 0.981619 0.9818 0.837590398726863 -5.9 0.900001 -5
2003-05-22 0.989385 0.983093 0.837590398726863 -8 1.9 -4.2
2003-05-23 0.981797 0.974988 0.837590398726863 -5 2.9 -4.9
2003-05-24 0.981612 0.961775 0.837590398726863 -3.3 -2.3 -1.2
2003-05-25 0.832183 0.815806 0.837590398726863 -5.2 -1 -2
2003-05-26 0.949435 0.971484 0.837590398726863 -4 -1.4 -0.8
2003-05-27 0.982946 0.986746 0.837590398726863 -6.6 2.2 -0.4
2003-05-28 0.982602 0.965779 0.837590398726863 -3.6 3.3 -4.4
