d_date k1 k2 delta_z delta_max_at delta_min_at delta_dewp
2004-10-01 0.96559 0.979474 0.837590398726863 -3.5 0.900001 -2.9
2004-10-02 0.950835 0.974858 0.837590398726863 -4.7 4.6 -5
2004-10-03 0.96569 0.982431 0.837590398726863 -4.3 4.6 -6.1
2004-10-04 0.976745 0.964426 0.837590398726863 -3.9 4.4 -5.7
2004-10-05 0.94224 0.975585 0.837590398726863 -2.9 6.3 -6.1
2004-10-06 0.991441 0.970399 0.837590398726863 -4.3 4.5 -6.2
2004-10-07 0.984106 0.971422 0.837590398726863 -4 2.9 -7.3
2004-10-08 0.949991 0.97975 0.837590398726863 -3 1.7 -4.4
2004-10-09 0.930836 0.914135 0.837590398726863 -5.6 0.3 0.1
2004-10-10 0.988426 0.96546 0.837590398726863 -1.4 -3.6 -3.1
2004-10-11 0.975734 0.955804 0.837590398726863 -6.2 6.6 -8.2
2004-10-12 0.988291 0.975255 0.837590398726863 -2.3 10.9 -4.1
2004-10-13 0.958904 0.980211 0.837590398726863 -3 12.3 -6.1
2004-10-14 0.798368 0.89533 0.837590398726863 0.900002 7.7 -8.8
2004-10-15 0.876941 0.959391 0.837590398726863 -1.7 7.8 -7.4
2004-10-16 0.954054 0.972846 0.837590398726863 -1.5 -1.2 -5
2004-10-17 0.281359 0.546945 0.837590398726863 -8.3 -1.9 -2.4
2004-10-18 0.550172 0.703921 0.837590398726863 -7.2 -2 -3.1
2004-10-19 0.299674 0.474429 0.837590398726863 -4.8 -4.8 -4.3
2004-10-20 0.710798 0.800022 0.837590398726863 -5.7 -2.6 -4.4
2004-10-21 0.995919 0.988537 0.837590398726863 -5.8 -1 -4.2
2004-10-22 0.969948 0.977127 0.837590398726863 -4.4 -3 -3.9
2004-10-23 0.465043 0.513753 0.837590398726863 -4.3 -4.4 -4.1
2004-10-24 0.561982 0.977234 0.837590398726863 -6.8 0.6 -1.9
2004-10-25 0.887918 0.975166 0.837590398726863 -5.3 1.1 -2.4
2004-10-26 0.630051 0.89582 0.837590398726863 -7.5 -7.1 -5.2
2004-10-27 0.79665 0.920751 0.837590398726863 -5.6 -4.1 -4.7
2004-10-28 0.645457 0.66149 0.837590398726863 -4.7 -1.9 -4.1
2004-10-29 0.966896 0.919375 0.837590398726863 -5 -2.1 -4.5
