d_date k1 k2 delta_z delta_max_at delta_min_at delta_dewp
2003-04-01 0.192423 0.563532 0.837590398726863 -4.2 -4.1 -3.9
2003-04-02 0.48152 0.742744 0.837590398726863 -9.5 -3.7 -3.1
2003-04-03 0.817676 0.83126 0.837590398726863 -6 0 -2.8
2003-04-04 0.414172 0.716896 0.837590398726863 -10.8 -2.1 -4.2
2003-04-05 0.913915 0.921707 0.837590398726863 -6.3 -1.5 -4.6
2003-04-06 0.759826 0.769095 0.837590398726863 -6.3 -2.5 -4.4
2003-04-07 0.97018 0.959201 0.837590398726863 -6.1 -0.4 -3.5
2003-04-08 0.986854 0.966678 0.837590398726863 -4.4 1.7 -4.8
2003-04-11 0.292848 0.947559 0.837590398726863 -7.4 4 -0.599999
2003-04-12 0.229656 0.229992 0.837590398726863 -3.6 -4.5 -3.3
2003-04-13 0.439358 0.557678 0.837590398726863 -6.8 -2.5 -2.6
2003-04-14 0.747657 0.859299 0.837590398726863 -5.6 1.2 -1.9
2003-04-15 0.727806 0.799774 0.837590398726863 -5.9 -1.1 -3.3
2003-04-16 0.487135 0.634287 0.837590398726863 -7 -4.1 -4.9
2003-04-17 0.48472 0.635684 0.837590398726863 -7.4 -3.4 -4.1
2003-04-18 0.837975 0.978656 0.837590398726863 -5.9 -2.1 -1.4
2003-04-19 0.977632 0.977806 0.837590398726863 -6.1 -0.5 -2.1
2003-04-20 0.647782 0.665763 0.837590398726863 -3.7 0.2 -2.5
2003-04-21 0.38091 0.736919 0.837590398726863 -7.6 -4 -3.5
2003-04-22 0.560525 0.875336 0.837590398726863 -9.1 -0.7 -2.8
2003-04-23 0.898346 0.650441 0.837590398726863 -4.9 -2.4 -1.7
2003-04-24 0.19761 0.594091 0.837590398726863 -5.6 -0.0999999 -2.4
2003-04-25 0.39303 0.306453 0.837590398726863 -4.7 -0.3 -2.3
2003-04-26 0.865047 0.857831 0.837590398726863 -4.2 0 -2.8
2003-04-27 0.871723 0.954077 0.837590398726863 -4.2 -0.7 -2.1
2003-04-28 0.526172 0.565186 0.837590398726863 -4.6 -7 -4
2003-04-29 0.636637 0.301583 0.837590398726863 -4.7 -3 -3.4
2003-04-30 0.954616 0.984659 0.837590398726863 -4.1 -2.7 -3.3
2004-04-01 0.981993 0.976135 0.837590398726863 -3.1 -1.6 -1.9
2004-04-02 0.98421 0.97553 0.837590398726863 -4.4 -4.2 -2.1
2004-04-03 0.973511 0.984241 0.837590398726863 -5.2 0.4 -3.4
2004-04-04 0.825626 0.924997 0.837590398726863 -2.4 -0.3 -2.9
2004-04-05 0.959387 0.818566 0.837590398726863 -3.1 -2 -2.1
2004-04-06 0.969355 0.978582 0.837590398726863 -5.1 -2.7 -2.3
2004-04-07 0.912419 0.974009 0.837590398726863 -9 2.8 -2.1
2004-04-08 0.985053 0.980112 0.837590398726863 -5.8 0.400001 -2.2
2004-04-09 0.989134 0.983239 0.837590398726863 -5.9 4 -4.4
2004-04-10 0.972407 0.965834 0.837590398726863 -3.1 7 -8.5
2004-04-11 0.951171 0.941278 0.837590398726863 -2.2 8.7 -6
2004-04-12 0.95696 0.964829 0.837590398726863 -2.6 -0.1 -4.4
2004-04-13 0.96399 0.957664 0.837590398726863 -5.7 -2.3 -2.3
2004-04-14 0.884475 0.783067 0.837590398726863 -4.6 -4 -3
2004-04-15 0.580658 0.910055 0.837590398726863 -5.7 -1.5 -1.8
2004-04-16 0.553756 0.782615 0.837590398726863 -6.2 0 -2.9
2004-04-17 0.701433 0.693619 0.837590398726863 -5.9 -3.8 -3.6
