d_date k1 k2 delta_z delta_max_at delta_min_at delta_dewp
2003-05-01 0.894038 0.854395 0.488594399257336 1.1 -1.7 3.2
2003-05-02 0.711261 0.730786 0.488594399257336 0.900002 -3.6 1.5
2003-05-08 0.466645 0.917102 0.488594399257336 -2.3 -1.8 -1.2
2003-05-09 0.964212 0.987704 0.488594399257336 -1 -1.4 -2
2003-05-10 0.975145 0.979778 0.488594399257336 0.5 -1.6 -4
2003-05-11 0.973891 0.990645 0.488594399257336 0.6 -0.8 -3.6
2003-05-12 0.907602 0.867694 0.488594399257336 4.3 0.3 -4.5
2003-05-13 0.537991 0.467954 0.488594399257336 3.3 -0.1 -2.2
2003-05-14 0.482728 0.63678 0.488594399257336 -0.300001 -0.0999994 -1.3
2003-05-15 0.991023 0.949565 0.488594399257336 2.2 -2 -1.5
2003-05-16 0.986076 0.980275 0.488594399257336 4.2 0.299999 -0.9
2003-05-17 0.720696 0.717417 0.488594399257336 4.3 0.2 -1.9
2003-05-18 0.827789 0.876574 0.488594399257336 2.9 -0.900001 -0.6
2003-05-19 0.994078 0.900034 0.488594399257336 3.8 -0.5 -2.2
2003-05-21 0.963328 0.970246 0.488594399257336 4.2 -0.599999 -6.2
2003-05-22 0.990838 0.841202 0.488594399257336 9.7 -1.1 -3.1
2003-05-23 0.955211 0.603558 0.488594399257336 6.9 -2.7 -0.4
2003-05-24 0.578963 0.391268 0.488594399257336 0.599998 -2.5 -0.7
2004-05-01 0.976746 0.978762 0.488594399257336 -1.1 2.8 -9.4
2004-05-04 0.979758 0.971195 0.488594399257336 5.6 2.4 -11.1
2004-05-05 0.977959 0.952277 0.488594399257336 6.6 -2.8 -7.6
2004-05-06 0.982744 0.974282 0.488594399257336 -2.1 0.2 -10.9
2004-05-07 0.910265 0.862873 0.488594399257336 -0.6 -4 -7.3
2004-05-08 0.958921 0.976066 0.488594399257336 -0.1 1.3 -9.1
2004-05-09 0.956875 0.96414 0.488594399257336 1.2 -3 -6.1
2004-05-10 0.960114 0.924274 0.488594399257336 1.3 -1.3 -3.8
2004-05-11 0.934256 0.947434 0.488594399257336 1.3 -0.3 -2.5
2004-05-13 0.94403 0.955225 0.488594399257336 1.6 0.6 -5
2004-05-14 0.96797 0.955512 0.488594399257336 0.299999 2.6 -7.6
2004-05-15 0.869523 0.897262 0.488594399257336 2.9 1.1 -6.7
2004-05-16 0.919245 0.871093 0.488594399257336 3.7 -3.4 -2.7
2004-05-17 0.614399 0.590899 0.488594399257336 1 -1.7 -1.5
2004-05-18 0.872093 0.921067 0.488594399257336 -0.199999 -0.8 -2
2004-05-19 0.920297 0.92005 0.488594399257336 1.2 -1.5 -3
2004-05-20 0.8157 0.859687 0.488594399257336 0.700001 -1.6 -2.4
2004-05-21 0.394819 0.922588 0.488594399257336 -1.6 0.0999994 -1.6
2004-05-22 0.82081 0.93051 0.488594399257336 0.700001 -0.3 -1.7
2004-05-23 0.348094 0.752495 0.488594399257336 -1.7 0.1 -1.6
2004-05-24 0.573994 0.874009 0.488594399257336 0.300001 -2.2 -1.6
2004-05-25 0.611619 0.603577 0.488594399257336 -0.9 -2.8 -2.7
2004-05-26 0.799376 0.76099 0.488594399257336 0.0999985 -2.2 -2.6
2004-05-27 0.968381 0.698418 0.488594399257336 2.3 -2.8 -2.2
2004-05-28 0.290023 0.420818 0.488594399257336 -2.7 -3.3 -1.2
2004-05-29 0.90183 0.916789 0.488594399257336 -0.300001 -1.3 -1.4
2004-05-30 0.995837 0.9951 0.488594399257336 3.3 0.599999 -2.9
2004-05-31 0.986947 0.970244 0.488594399257336 5.2 0.9 -6.6
2005-05-11 0.985172 0.984832 0.488594399257336 0.1 -3.7 -5.7
2005-05-12 0.980371 0.974135 0.488594399257336 -0.699999 6.3 -6.7
2005-05-13 0.902819 0.932101 0.488594399257336 -0.799999 -0.3 -6.1
2005-05-14 0.982196 0.981589 0.488594399257336 2.6 2.5 -5
2005-05-15 0.974227 0.966678 0.488594399257336 7.7 0.8 -4.1
2005-05-16 0.419535 0.570537 0.488594399257336 -1 -2 -1.4
2005-05-18 0.984575 0.97031 0.488594399257336 0.5 0.400001 -1.4
2005-05-19 0.984614 0.987339 0.488594399257336 2.3 1 -1.7
2005-05-20 0.977832 0.986135 0.488594399257336 3.1 0.7 -1
2005-05-21 0.976927 0.984262 0.488594399257336 6.1 4.6 -6.3
2005-05-22 0.964917 0.963066 0.488594399257336 8.6 -2 -5.4
2005-05-23 0.96228 0.787127 0.488594399257336 6.8 -1.5 -1.6
2005-05-24 0.947616 0.753243 0.488594399257336 5.8 -1.4 -0.400001
2005-05-25 0.95923 0.870434 0.488594399257336 4.2 -3 -1.7
2005-05-26 0.976429 0.758448 0.488594399257336 5.1 -2.8 -1.2
2005-05-27 0.971007 0.659182 0.488594399257336 5.1 -3.2 -0.7
2005-05-28 0.879643 0.526637 0.488594399257336 2.8 -2.2 -0.3
2005-05-29 0.369161 0.660527 0.488594399257336 -1.1 1 -0.6
2005-05-30 0.931055 0.914492 0.488594399257336 2.3 -0.5 -1.8
2005-05-31 0.949222 0.826132 0.488594399257336 5.3 -1.8 -0.9
2003-05-01 0.894038 0.902666 0.390143999406981 2.1 -3.6 2
2003-05-02 0.711261 0.66577 0.390143999406981 0.6 -4.5 0.9
2003-05-08 0.466645 0.9094 0.390143999406981 -2.2 -2.9 -2.4
2003-05-09 0.964212 0.977481 0.390143999406981 0.9 -3.4 -3.1
2003-05-10 0.975145 0.962317 0.390143999406981 3.3 -3.2 -5.6
2003-05-11 0.973891 0.967321 0.390143999406981 5.2 -2.4 -4.6
2003-05-12 0.907602 0.926652 0.390143999406981 5.5 -2.2 -4.5
2003-05-13 0.537991 0.597864 0.390143999406981 4.1 0.599999 -2.9
2003-05-14 0.482728 0.709441 0.390143999406981 0.6 -1.1 -2.2
2003-05-15 0.991023 0.974537 0.390143999406981 4.1 -2.7 -2.2
2003-05-16 0.986076 0.968112 0.390143999406981 6.1 -2.1 -1.5
2003-05-17 0.720696 0.709305 0.390143999406981 3.5 -0.900001 -2.3
2003-05-18 0.827789 0.920729 0.390143999406981 4.2 -0.6 -1.3
2003-05-19 0.994078 0.88242 0.390143999406981 9.1 -1.5 -2.4
2003-05-21 0.963328 0.965975 0.390143999406981 9.9 0.8 -6.5
2003-05-22 0.990838 0.926187 0.390143999406981 9.3 -1.9 -3.7
2003-05-23 0.955211 0.754807 0.390143999406981 6.4 -2.8 -1.7
2003-05-24 0.578963 0.362496 0.390143999406981 1.3 -1.8 -1.8
2003-05-25 0.402622 0.536599 0.390143999406981 0.799999 -2.8 -1.7
2003-05-26 0.930281 0.974915 0.390143999406981 6.6 -2.3 -1.9
2003-05-27 0.973987 0.952919 0.390143999406981 9.9 -0.799999 -2.3
2003-05-29 0.975068 0.78827 0.390143999406981 6.9 -0.2 -1.4
2003-05-30 0.888616 0.498893 0.390143999406981 7.5 -3.2 -1.4
2003-05-31 0.968646 0.899836 0.390143999406981 7.3 -3.1 -1.9
2004-05-01 0.976746 0.969602 0.390143999406981 6 0.200001 -10
2004-05-04 0.979758 0.988716 0.390143999406981 5.6 0.1 -10.1
2004-05-05 0.977959 0.967752 0.390143999406981 5.2 -2.3 -8.2
2004-05-06 0.982744 0.991464 0.390143999406981 4.3 -0.400001 -12.2
2004-05-07 0.910265 0.946212 0.390143999406981 3.4 -3.8 -7.8
2004-05-08 0.958921 0.958142 0.390143999406981 3.8 -0.7 -9.1
2004-05-09 0.956875 0.949782 0.390143999406981 4.1 -4.6 -6.6
2004-05-20 0.8157 0.875787 0.390143999406981 0.800001 -2.2 -2.7
2004-05-21 0.394819 0.893145 0.390143999406981 -1.9 0.2 -2.3
2004-05-22 0.82081 0.876833 0.390143999406981 0.700001 -1 -2.5
2004-05-23 0.348094 0.686274 0.390143999406981 -0.9 -0.599999 -2.1
2004-05-24 0.573994 0.78605 0.390143999406981 0.6 -2.5 -2.3
2004-05-25 0.611619 0.45248 0.390143999406981 -0.0999985 -1.6 -3
2004-05-26 0.799376 0.966158 0.390143999406981 1.2 -2.7 -3
2004-05-27 0.968381 0.699891 0.390143999406981 1.9 -3.6 -2.9
2004-05-28 0.290023 0.535397 0.390143999406981 -1.6 -0.9 -1.8
2004-05-29 0.90183 0.962333 0.390143999406981 2 -0.900001 -1.3
