station goes
14.7744 14.8058771484375
12.2688 12.8994635742187
9.6768 12.9924826171875
13.7376 12.7233650390625
4.1472 13.5169541015625
11.8368 12.8028181640625
15.8112 15.1161908203125
11.4912 12.1655874023437
11.9232 12.5694413085937
13.9968 13.6689407226563
12.3552 12.3167364257812
11.7504 11.7888020507812
11.232 11.7638630859375
12.1824 12.3996594726562
15.6384 15.10920703125
10.2816 12.3508291992187
12.2688 12.6385461914062
13.7376 14.178237890625
14.5152 14.7117919921875
15.2064 14.7980583984375
14.0832 15.10595859375
12.528 13.6211159179687
10.2816 12.0795143554687
12.6144 12.7110541992187
12.96 12.7954318359375
14.0832 14.163458203125
12.0096 12.5528607421875
8.208 12.2536327148438
15.6384 15.2195994140625
14.4288 14.8014369140625
14.8608 14.07465703125
12.096 12.7194046875
12.7872 13.0102655273437
11.232 11.7614329101563
12.8736 12.581933203125
12.4416 13.0873236328125
13.1328 12.8467986328125
14.9472 14.9805791015625
14.5152 14.1417193359375
13.4784 12.3669518554688
13.1328 14.5784337890625
11.1456 12.2276364257812
15.0336 14.46406875
13.0464 12.6731786132812
14.5152 14.4546653320312
10.9728 12.1652903320312
11.9232 11.8310124023437
13.0464 12.91685625
14.256 14.8768716796875
12.2688 12.9724013671875
8.208 9.84063515625
7.1712 10.4997708984375
15.3792 14.5776014648437
10.1952 10.2929756835937
14.8608 15.0340341796875
13.824 13.9280923828125
14.1696 14.3594270507812
10.6272 11.1887586914062
11.4912 11.78099296875
12.4416 12.321214453125
11.5776 11.7077501953125
11.4048 11.8287413085938
13.1328 12.3866279296875
12.0096 12.3936073242187
14.3424 12.7596884765625
11.8368 12.6013869140625
13.5648 12.7815952148437
15.4656 14.7103391601563
12.6144 12.8329453125
13.5648 14.975265234375
12.2688 12.7631267578125
12.6144 11.946884765625
6.3072 12.9276043945312
11.232 12.10234921875
10.7136 12.1166516601562
11.3184 12.4499838867187
13.0464 12.8236473632812
10.368 11.9274811523438
12.0096 12.298725
9.504 12.0766561523437
14.256 14.323236328125
14.4288 14.143187109375
11.1456 12.8076864257812
12.1824 12.7742783203125
11.232 12.2667864257813
12.1824 12.6452513671875
14.3424 13.7761013671875
11.9232 13.0944498046875
14.0832 13.2343743164062
13.1328 12.7520244140625
10.1952 11.982491015625
11.0592 12.0778760742188
10.368 11.6722001953125
10.1088 12.1345813476562
12.96 12.6857416992187
15.4656 14.5720344726562
11.7504 12.6443953125
10.4544 12.6631951171875
11.8368 12.0345890625
15.8976 15.273084375
11.3184 12.8176620117187
11.9232 12.3972547851562
14.0832 14.2317263671875
15.4656 15.0596666015625
11.8368 11.9785122070312
13.7376 14.0714630859375
13.5648 13.815994921875
12.0096 12.6251393554688
13.4784 14.160582421875
12.6144 13.066062890625
14.3424 14.8304689453125
11.7504 12.4831889648437
15.2928 15.17028046875
13.4784 12.5024299804687
12.2688 12.9578080078125
13.1328 12.6566920898437
14.688 15.074251171875
14.0832 13.8634321289062
13.824 12.4254395507812
12.528 14.5153045898437
12.3552 12.231355078125
15.12 14.472066796875
11.4912 12.2229518554688
14.688 14.4994948242188
12.7872 12.3043719726563
14.256 14.469496875
11.9232 11.9424990234375
12.6144 11.9251836914063
13.392 12.8480739257813
13.9968 15.342359765625
12.2688 12.7636602539063
10.9728 11.1856983398437
9.504 12.0203630859375
15.2064 14.6543950195313
11.1456 11.3591276367187
14.5152 14.8890287109375
13.7376 13.8571321289062
12.096 14.2005295898438
11.5776 9.6899818359375
12.096 11.71045546875
14.688 14.561827734375
11.4912 11.8497172851562
8.5536 12.01984453125
13.824 12.8168920898437
14.3424 13.8125135742187
10.4544 12.5540736328125
15.3792 14.8556091796875
12.8736 12.3070069335937
11.4912 12.3153442382813
12.2688 12.8320013671875
13.9968 14.161109765625
9.8496 11.9518444335937
12.96 12.6731162109375
11.232 12.2350869140625
12.2688 12.4859478515625
13.7376 14.0859017578125
10.6272 12.8308078125
14.1696 11.80243828125
13.3056 12.68645625
11.7504 11.99827265625
11.4048 12.1887430664062
11.5776 11.6844178710937
11.664 12.471352734375
13.1328 12.5814682617187
14.9472 15.3078451171875
12.1824 12.783628125
11.664 12.8270540039062
12.6144 12.1400006835937
15.2928 15.138284765625
11.664 12.82869140625
12.0096 12.367156640625
14.0832 14.3739140625
14.9472 15.2117138671875
11.8368 12.2967123046875
13.4784 13.7953916015625
13.2192 13.7187509765625
12.7008 12.6388889648437
13.3056 13.8010930664062
12.528 13.06589765625
13.9968 14.8212052734375
0.0864 12.4289279296875
12.0096 12.7122943359375
14.9472 14.971391015625
15.2928 14.9336068359375
10.9728 12.3670485351563
12.7008 12.6746499023438
13.4784 14.1329944335937
14.3424 14.8807125
14.9472 14.682202734375
13.7376 15.0653091796875
11.7504 12.7513327148438
10.7136 12.0956686523438
15.8112 13.2186049804687
11.664 12.17501015625
13.0464 12.7011489257812
10.4544 11.6439758789063
14.5152 14.882255859375
7.9488 12.446208984375
15.2928 14.757078515625
14.0832 14.6851233398438
14.7744 14.1364186523437
12.096 12.9296373046875
12.6144 12.8809801757813
11.4912 11.8961279296875
9.5904 10.6491700195312
12.8736 14.6820111328125
12.7008 13.4427322265625
8.2944 11.708694140625
11.4048 9.19667021484375
12.2688 11.8443489257812
14.3424 14.4917903320313
9.504 11.58542578125
8.4672 11.9935344726563
6.8256 9.03837216796875
13.824 12.7412252929687
5.616 9.8112181640625
15.2064 14.730908203125
11.4912 11.818768359375
11.3184 12.5295943359375
5.2704 8.8626498046875
12.2688 12.4201661132812
11.8368 11.7040649414062
10.6272 11.4708049804687
12.6144 12.30348515625
12.4416 12.1886490234375
14.256 12.4894942382812
10.1952 11.9787978515625
13.5648 12.529571484375
15.0336 14.73484921875
12.8736 12.608680078125
14.0832 14.981452734375
9.072 11.0722702148437
6.9984 12.8983930664062
11.7504 12.449049609375
12.0096 12.64188515625
12.3552 12.6093190429687
13.4784 12.5923596679687
12.7008 12.4355100585937
12.096 12.1415220703125
10.1952 12.2646067382813
14.1696 14.0388873046875
12.0096 12.1972737304687
13.2192 13.6437908203125
12.528 13.3131603515625
11.4912 12.2717083007812
3.3696 7.87407626953125
9.8496 13.7500989257813
12.1824 12.4266559570312
11.9232 12.5480663085938
14.3424 14.7829517578125
14.1696 14.6677552734375
15.0336 14.5104029296875
8.7264 11.2105151367187
12.528 12.5628723632812
13.5648 14.19975703125
13.7376 14.69572734375
13.1328 13.6578858398438
13.5648 14.5800571289062
4.8384 8.36104482421875
10.4544 12.05339765625
14.7744 12.9292901367188
12.096 10.663210546875
12.8736 12.5560037109375
6.912 10.6349704101562
12.2688 12.3709772460937
13.824 11.5368143554687
8.208 12.4871844726562
15.12 14.220390234375
12.7872 14.3742638671875
14.688 13.9708538085938
12.2688 12.79146796875
12.7872 12.8836458984375
